order_id,merchant_id,customer_id,customer_name,customer_email,customer_phone,order_amount,currency,status,created_at
ord_live_1022,mer_NSR_882910,cust_2022,Neha Iyer,neha.iyer22@example.test,+91-98XXXX1022,429.0,INR,PAID,2026-08-04 01:58:00
ord_live_1023,mer_NSR_882910,cust_2023,Ishita Nair,ishita.nair23@example.test,+91-98XXXX1023,842.0,INR,PAID,2026-07-19 16:03:15
ord_live_1024,mer_NSR_882910,cust_2024,Kavya Mehta,kavya.mehta24@example.test,+91-98XXXX1024,4267.0,INR,PAID,2026-08-18 02:49:08
ord_live_1025,mer_NSR_882910,cust_2025,Priya Joshi,priya.joshi25@example.test,+91-98XXXX1025,7410.0,INR,PAID,2026-07-17 01:55:38
ord_live_1026,mer_NSR_882910,cust_2026,Karan Gupta,karan.gupta26@example.test,+91-98XXXX1026,69497.0,INR,PAID,2026-08-16 07:12:45
ord_live_1027,mer_NSR_882910,cust_2027,Siddharth Kumar,siddharth.kumar27@example.test,+91-98XXXX1027,123945.0,INR,PAID,2026-07-29 01:28:07
ord_live_1028,mer_NSR_882910,cust_2028,Aditya Gupta,aditya.gupta28@example.test,+91-98XXXX1028,142.0,INR,PAID,2026-08-07 02:14:37
ord_live_1029,mer_NSR_882910,cust_2029,Aditya Sharma,aditya.sharma29@example.test,+91-98XXXX1029,1391.0,INR,PAID,2026-07-03 16:04:57
ord_live_1030,mer_NSR_882910,cust_2030,Rohan Singh,rohan.singh30@example.test,+91-98XXXX1030,586.0,INR,PAID,2026-07-18 06:31:13
ord_live_1031,mer_NSR_882910,cust_2031,Priya Agarwal,priya.agarwal31@example.test,+91-98XXXX1031,57423.0,INR,PAID,2026-08-06 00:15:50
ord_live_1032,mer_NSR_882910,cust_2032,Aarav Kumar,aarav.kumar32@example.test,+91-98XXXX1032,297.0,INR,PAID,2026-08-11 22:22:27
ord_live_1033,mer_NSR_882910,cust_2033,Karan Nair,karan.nair33@example.test,+91-98XXXX1033,23550.0,INR,PAID,2026-08-13 05:41:06
ord_live_1034,mer_NSR_882910,cust_2034,Rohan Kumar,rohan.kumar34@example.test,+91-98XXXX1034,5580.0,INR,PAID,2026-07-15 15:12:34
ord_live_1035,mer_NSR_882910,cust_2035,Riya Iyer,riya.iyer35@example.test,+91-98XXXX1035,669.0,INR,PAID,2026-07-29 16:55:59
ord_live_1036,mer_NSR_882910,cust_2036,Kavya Nair,kavya.nair36@example.test,+91-98XXXX1036,56066.0,INR,PAID,2026-07-06 10:41:34
ord_live_1037,mer_NSR_882910,cust_2037,Ananya Mehta,ananya.mehta37@example.test,+91-98XXXX1037,35491.0,INR,PAID,2026-07-10 22:31:30
ord_live_1038,mer_NSR_882910,cust_2038,Neha Kumar,neha.kumar38@example.test,+91-98XXXX1038,30789.0,INR,PAID,2026-07-24 09:24:16
ord_live_1039,mer_NSR_882910,cust_2039,Riya Patel,riya.patel39@example.test,+91-98XXXX1039,1595.0,INR,PAID,2026-08-20 02:42:45
ord_live_1040,mer_NSR_882910,cust_2040,Aarav Iyer,aarav.iyer40@example.test,+91-98XXXX1040,544.0,INR,PAID,2026-07-04 03:47:34
ord_live_1041,mer_NSR_882910,cust_2041,Rohan Agarwal,rohan.agarwal41@example.test,+91-98XXXX1041,201.0,INR,PAID,2026-08-07 00:32:58
ord_live_1042,mer_NSR_882910,cust_2042,Vikram Sharma,vikram.sharma42@example.test,+91-98XXXX1042,85501.0,INR,PAID,2026-07-11 11:38:04
ord_live_1043,mer_NSR_882910,cust_2043,Aditya Kumar,aditya.kumar43@example.test,+91-98XXXX1043,1922.0,INR,PAID,2026-08-05 16:37:38
ord_live_1044,mer_NSR_882910,cust_2044,Rohan Deshmukh,rohan.deshmukh44@example.test,+91-98XXXX1044,1445.0,INR,PAID,2026-08-07 03:33:20
ord_live_1045,mer_NSR_882910,cust_2045,Sneha Gupta,sneha.gupta45@example.test,+91-98XXXX1045,12295.0,INR,PAID,2026-07-15 17:25:08
ord_live_1046,mer_NSR_882910,cust_2046,Siddharth Nair,siddharth.nair46@example.test,+91-98XXXX1046,1638.0,INR,PAID,2026-07-04 09:29:39
ord_live_1047,mer_NSR_882910,cust_2047,Rahul Mehta,rahul.mehta47@example.test,+91-98XXXX1047,18576.0,INR,PAID,2026-07-16 13:59:22
ord_live_1048,mer_NSR_882910,cust_2048,Kavya Gupta,kavya.gupta48@example.test,+91-98XXXX1048,422.0,INR,PAID,2026-07-29 02:45:19
ord_live_1049,mer_NSR_882910,cust_2049,Ananya Joshi,ananya.joshi49@example.test,+91-98XXXX1049,39620.0,INR,PAID,2026-08-11 12:56:08
ord_live_1050,mer_NSR_882910,cust_2050,Sneha Mehta,sneha.mehta50@example.test,+91-98XXXX1050,68655.0,INR,PAID,2026-08-04 13:17:18
ord_live_1051,mer_NSR_882910,cust_2051,Neha Agarwal,neha.agarwal51@example.test,+91-98XXXX1051,1506.0,INR,PAID,2026-08-09 17:32:31
ord_live_1052,mer_NSR_882910,cust_2052,Sneha Sharma,sneha.sharma52@example.test,+91-98XXXX1052,966.0,INR,PAID,2026-07-17 10:00:21
ord_live_1053,mer_NSR_882910,cust_2053,Priya Joshi,priya.joshi53@example.test,+91-98XXXX1053,96179.0,INR,PAID,2026-08-16 23:35:45
ord_live_1054,mer_NSR_882910,cust_2054,Karan Reddy,karan.reddy54@example.test,+91-98XXXX1054,253.0,INR,PAID,2026-08-13 13:34:02
ord_live_1055,mer_NSR_882910,cust_2055,Amit Deshmukh,amit.deshmukh55@example.test,+91-98XXXX1055,16083.0,INR,PAID,2026-07-08 10:19:23
ord_live_1056,mer_NSR_882910,cust_2056,Rohan Singh,rohan.singh56@example.test,+91-98XXXX1056,610.0,INR,PAID,2026-08-11 12:22:49
ord_live_1057,mer_NSR_882910,cust_2057,Karan Deshmukh,karan.deshmukh57@example.test,+91-98XXXX1057,9757.0,INR,PAID,2026-07-10 14:56:26
ord_live_1058,mer_NSR_882910,cust_2058,Ananya Iyer,ananya.iyer58@example.test,+91-98XXXX1058,12885.0,INR,PAID,2026-08-19 22:51:42
ord_live_1059,mer_NSR_882910,cust_2059,Aditya Patel,aditya.patel59@example.test,+91-98XXXX1059,1535.0,INR,PAID,2026-07-06 21:55:02
ord_live_1060,mer_NSR_882910,cust_2060,Aarav Gupta,aarav.gupta60@example.test,+91-98XXXX1060,1979.0,INR,PAID,2026-07-29 20:19:52
ord_live_1061,mer_NSR_882910,cust_2061,Aditya Gupta,aditya.gupta61@example.test,+91-98XXXX1061,494.0,INR,PAID,2026-07-25 19:17:55
ord_live_1062,mer_NSR_882910,cust_2062,Kavya Patel,kavya.patel62@example.test,+91-98XXXX1062,1142.0,INR,PAID,2026-07-26 06:53:34
ord_live_1063,mer_NSR_882910,cust_2063,Ishita Sharma,ishita.sharma63@example.test,+91-98XXXX1063,633.0,INR,PAID,2026-07-12 03:16:02
ord_live_1064,mer_NSR_882910,cust_2064,Rahul Deshmukh,rahul.deshmukh64@example.test,+91-98XXXX1064,1591.0,INR,PAID,2026-08-19 19:27:38
ord_live_1065,mer_NSR_882910,cust_2065,Rahul Kumar,rahul.kumar65@example.test,+91-98XXXX1065,32457.0,INR,PAID,2026-07-16 10:45:27
ord_live_1066,mer_NSR_882910,cust_2066,Ananya Reddy,ananya.reddy66@example.test,+91-98XXXX1066,55287.0,INR,PAID,2026-08-13 08:47:47
ord_live_1067,mer_NSR_882910,cust_2067,Neha Singh,neha.singh67@example.test,+91-98XXXX1067,1459.0,INR,PAID,2026-07-22 04:20:42
ord_live_1068,mer_NSR_882910,cust_2068,Rahul Agarwal,rahul.agarwal68@example.test,+91-98XXXX1068,53234.0,INR,PAID,2026-07-20 06:26:20
ord_live_1069,mer_NSR_882910,cust_2069,Pooja Agarwal,pooja.agarwal69@example.test,+91-98XXXX1069,359.0,INR,PAID,2026-07-12 22:42:24
ord_live_1070,mer_NSR_882910,cust_2070,Vikram Deshmukh,vikram.deshmukh70@example.test,+91-98XXXX1070,15306.0,INR,PAID,2026-08-04 09:19:18
ord_live_1071,mer_NSR_882910,cust_2071,Neha Kumar,neha.kumar71@example.test,+91-98XXXX1071,12559.0,INR,PAID,2026-07-29 23:28:43
ord_live_1072,mer_NSR_882910,cust_2072,Neha Reddy,neha.reddy72@example.test,+91-98XXXX1072,7560.0,INR,PAID,2026-08-11 11:18:32
ord_live_1073,mer_NSR_882910,cust_2073,Ishita Mehta,ishita.mehta73@example.test,+91-98XXXX1073,69226.0,INR,PAID,2026-07-16 06:19:14
ord_live_1074,mer_NSR_882910,cust_2074,Neha Iyer,neha.iyer74@example.test,+91-98XXXX1074,600.0,INR,PAID,2026-07-31 04:54:49
ord_live_1075,mer_NSR_882910,cust_2075,Kavya Nair,kavya.nair75@example.test,+91-98XXXX1075,1388.0,INR,PAID,2026-08-05 15:45:44
ord_live_1076,mer_NSR_882910,cust_2076,Pooja Nair,pooja.nair76@example.test,+91-98XXXX1076,401.0,INR,PAID,2026-08-11 07:00:57
ord_live_1077,mer_NSR_882910,cust_2077,Rahul Kumar,rahul.kumar77@example.test,+91-98XXXX1077,1745.0,INR,PAID,2026-08-14 01:29:03
ord_live_1078,mer_NSR_882910,cust_2078,Aditya Mehta,aditya.mehta78@example.test,+91-98XXXX1078,17225.0,INR,PAID,2026-08-12 01:35:38
ord_live_1079,mer_NSR_882910,cust_2079,Ishita Nair,ishita.nair79@example.test,+91-98XXXX1079,18540.0,INR,PAID,2026-07-28 02:28:57
ord_live_1080,mer_NSR_882910,cust_2080,Vikram Agarwal,vikram.agarwal80@example.test,+91-98XXXX1080,49495.0,INR,PAID,2026-07-16 16:53:40
ord_live_1081,mer_NSR_882910,cust_2081,Sneha Reddy,sneha.reddy81@example.test,+91-98XXXX1081,9839.0,INR,PAID,2026-07-17 23:04:45
ord_live_1082,mer_NSR_882910,cust_2082,Siddharth Gupta,siddharth.gupta82@example.test,+91-98XXXX1082,753.0,INR,PAID,2026-08-03 11:08:09
ord_live_1083,mer_NSR_882910,cust_2083,Aditya Kumar,aditya.kumar83@example.test,+91-98XXXX1083,9010.0,INR,PAID,2026-07-04 22:26:21
ord_live_1084,mer_NSR_882910,cust_2084,Riya Kumar,riya.kumar84@example.test,+91-98XXXX1084,1804.0,INR,PAID,2026-07-26 21:57:49
ord_live_1085,mer_NSR_882910,cust_2085,Ananya Deshmukh,ananya.deshmukh85@example.test,+91-98XXXX1085,111.0,INR,PAID,2026-07-22 18:48:24
ord_live_1086,mer_NSR_882910,cust_2086,Karan Reddy,karan.reddy86@example.test,+91-98XXXX1086,19895.0,INR,PAID,2026-08-07 16:31:14
ord_live_1087,mer_NSR_882910,cust_2087,Sneha Kumar,sneha.kumar87@example.test,+91-98XXXX1087,14742.0,INR,PAID,2026-07-22 06:43:51
ord_live_1088,mer_NSR_882910,cust_2088,Pooja Agarwal,pooja.agarwal88@example.test,+91-98XXXX1088,1056.0,INR,PAID,2026-07-09 04:34:01
ord_live_1089,mer_NSR_882910,cust_2089,Pooja Deshmukh,pooja.deshmukh89@example.test,+91-98XXXX1089,2888.0,INR,PAID,2026-07-06 05:27:08
ord_live_1090,mer_NSR_882910,cust_2090,Riya Iyer,riya.iyer90@example.test,+91-98XXXX1090,875.0,INR,PAID,2026-07-20 15:29:20
ord_live_1091,mer_NSR_882910,cust_2091,Ishita Kumar,ishita.kumar91@example.test,+91-98XXXX1091,1802.0,INR,PAID,2026-07-26 17:53:05
ord_live_1092,mer_NSR_882910,cust_2092,Aarav Sharma,aarav.sharma92@example.test,+91-98XXXX1092,3706.0,INR,PAID,2026-07-22 16:41:04
ord_live_1093,mer_NSR_882910,cust_2093,Rohan Sharma,rohan.sharma93@example.test,+91-98XXXX1093,33065.0,INR,PAID,2026-07-02 04:09:15
ord_live_1094,mer_NSR_882910,cust_2094,Priya Nair,priya.nair94@example.test,+91-98XXXX1094,9142.0,INR,PAID,2026-07-30 07:16:49
ord_live_1095,mer_NSR_882910,cust_2095,Amit Iyer,amit.iyer95@example.test,+91-98XXXX1095,5753.0,INR,PAID,2026-08-18 14:19:06
ord_live_1096,mer_NSR_882910,cust_2096,Ananya Patel,ananya.patel96@example.test,+91-98XXXX1096,14298.0,INR,PAID,2026-07-26 07:12:04
ord_live_1097,mer_NSR_882910,cust_2097,Aditya Mehta,aditya.mehta97@example.test,+91-98XXXX1097,11882.0,INR,PAID,2026-08-13 04:51:07
ord_live_1098,mer_NSR_882910,cust_2098,Rohan Singh,rohan.singh98@example.test,+91-98XXXX1098,14142.0,INR,PAID,2026-07-05 01:41:21
ord_live_1099,mer_NSR_882910,cust_2099,Ananya Kumar,ananya.kumar99@example.test,+91-98XXXX1099,26916.0,INR,PAID,2026-07-27 20:40:57
ord_live_1100,mer_NSR_882910,cust_2100,Riya Agarwal,riya.agarwal100@example.test,+91-98XXXX1100,459.0,INR,PAID,2026-08-16 01:41:17
ord_live_1101,mer_NSR_882910,cust_2101,Aarav Nair,aarav.nair101@example.test,+91-98XXXX1101,1596.0,INR,PAID,2026-08-06 17:20:54
ord_live_1102,mer_NSR_882910,cust_2102,Aditya Mehta,aditya.mehta102@example.test,+91-98XXXX1102,1022.0,INR,PAID,2026-07-15 23:36:39
ord_live_1103,mer_NSR_882910,cust_2103,Pooja Singh,pooja.singh103@example.test,+91-98XXXX1103,1841.0,INR,PAID,2026-07-20 14:31:13
ord_live_1104,mer_NSR_882910,cust_2104,Amit Patel,amit.patel104@example.test,+91-98XXXX1104,1901.0,INR,PAID,2026-08-08 07:56:17
ord_live_1105,mer_NSR_882910,cust_2105,Ananya Reddy,ananya.reddy105@example.test,+91-98XXXX1105,25610.0,INR,PAID,2026-07-16 08:26:31
ord_live_1106,mer_NSR_882910,cust_2106,Aditya Agarwal,aditya.agarwal106@example.test,+91-98XXXX1106,18083.0,INR,PAID,2026-07-28 09:05:18
ord_live_1107,mer_NSR_882910,cust_2107,Aditya Kumar,aditya.kumar107@example.test,+91-98XXXX1107,12033.0,INR,PAID,2026-08-12 03:23:30
ord_live_1108,mer_NSR_882910,cust_2108,Amit Kumar,amit.kumar108@example.test,+91-98XXXX1108,147141.0,INR,PAID,2026-07-21 20:44:29
ord_live_1109,mer_NSR_882910,cust_2109,Sneha Patel,sneha.patel109@example.test,+91-98XXXX1109,346.0,INR,PAID,2026-08-15 15:20:07
ord_live_1110,mer_NSR_882910,cust_2110,Vikram Gupta,vikram.gupta110@example.test,+91-98XXXX1110,1090.0,INR,PAID,2026-07-18 08:37:48
ord_live_1111,mer_NSR_882910,cust_2111,Siddharth Mehta,siddharth.mehta111@example.test,+91-98XXXX1111,39414.0,INR,PAID,2026-07-14 20:11:19
ord_live_1112,mer_NSR_882910,cust_2112,Ananya Agarwal,ananya.agarwal112@example.test,+91-98XXXX1112,10988.0,INR,PAID,2026-07-02 10:35:18
ord_live_1113,mer_NSR_882910,cust_2113,Priya Joshi,priya.joshi113@example.test,+91-98XXXX1113,52170.0,INR,PAID,2026-07-06 09:36:18
ord_live_1114,mer_NSR_882910,cust_2114,Aarav Nair,aarav.nair114@example.test,+91-98XXXX1114,476.0,INR,PAID,2026-07-03 17:55:30
ord_live_1115,mer_NSR_882910,cust_2115,Rahul Mehta,rahul.mehta115@example.test,+91-98XXXX1115,250.0,INR,PAID,2026-08-06 05:43:03
ord_live_1116,mer_NSR_882910,cust_2116,Priya Iyer,priya.iyer116@example.test,+91-98XXXX1116,39912.0,INR,PAID,2026-07-05 16:07:35
ord_live_1117,mer_NSR_882910,cust_2117,Karan Deshmukh,karan.deshmukh117@example.test,+91-98XXXX1117,9395.0,INR,PAID,2026-08-19 01:24:28
ord_live_1118,mer_NSR_882910,cust_2118,Riya Patel,riya.patel118@example.test,+91-98XXXX1118,48103.0,INR,PAID,2026-07-20 03:39:03
ord_live_1119,mer_NSR_882910,cust_2119,Rahul Gupta,rahul.gupta119@example.test,+91-98XXXX1119,10671.0,INR,PAID,2026-08-11 11:10:15
ord_live_1120,mer_NSR_882910,cust_2120,Vikram Reddy,vikram.reddy120@example.test,+91-98XXXX1120,104.0,INR,PAID,2026-07-26 23:44:38
ord_live_1121,mer_NSR_882910,cust_2121,Aarav Patel,aarav.patel121@example.test,+91-98XXXX1121,689.0,INR,PAID,2026-08-14 18:44:55
ord_live_1122,mer_NSR_882910,cust_2122,Riya Mehta,riya.mehta122@example.test,+91-98XXXX1122,10668.0,INR,PAID,2026-08-20 05:37:42
ord_live_1123,mer_NSR_882910,cust_2123,Neha Kumar,neha.kumar123@example.test,+91-98XXXX1123,559.0,INR,PAID,2026-08-10 13:58:17
ord_live_1124,mer_NSR_882910,cust_2124,Priya Mehta,priya.mehta124@example.test,+91-98XXXX1124,1722.0,INR,PAID,2026-07-20 04:47:52
ord_live_1125,mer_NSR_882910,cust_2125,Siddharth Nair,siddharth.nair125@example.test,+91-98XXXX1125,1509.0,INR,PAID,2026-07-20 07:25:17
ord_live_1126,mer_NSR_882910,cust_2126,Aarav Nair,aarav.nair126@example.test,+91-98XXXX1126,180.0,INR,PAID,2026-07-28 08:20:38
ord_live_1127,mer_NSR_882910,cust_2127,Sneha Sharma,sneha.sharma127@example.test,+91-98XXXX1127,1479.0,INR,PAID,2026-08-06 03:01:48
ord_live_1128,mer_NSR_882910,cust_2128,Sneha Deshmukh,sneha.deshmukh128@example.test,+91-98XXXX1128,1647.0,INR,PAID,2026-07-12 00:33:41
ord_live_1129,mer_NSR_882910,cust_2129,Riya Patel,riya.patel129@example.test,+91-98XXXX1129,1297.0,INR,PAID,2026-07-28 05:52:31
ord_live_1130,mer_NSR_882910,cust_2130,Kavya Nair,kavya.nair130@example.test,+91-98XXXX1130,781.0,INR,PAID,2026-07-21 06:06:54
ord_live_1131,mer_NSR_882910,cust_2131,Vikram Singh,vikram.singh131@example.test,+91-98XXXX1131,1113.0,INR,PAID,2026-07-19 06:25:52
ord_live_1132,mer_NSR_882910,cust_2132,Rohan Nair,rohan.nair132@example.test,+91-98XXXX1132,615.0,INR,PAID,2026-07-20 12:49:25
ord_live_1133,mer_NSR_882910,cust_2133,Ananya Joshi,ananya.joshi133@example.test,+91-98XXXX1133,50276.0,INR,PAID,2026-07-26 10:12:33
ord_live_1134,mer_NSR_882910,cust_2134,Amit Deshmukh,amit.deshmukh134@example.test,+91-98XXXX1134,16484.0,INR,PAID,2026-08-17 10:13:17
ord_live_1135,mer_NSR_882910,cust_2135,Priya Patel,priya.patel135@example.test,+91-98XXXX1135,1529.0,INR,PAID,2026-07-31 12:01:40
ord_live_1136,mer_NSR_882910,cust_2136,Aditya Agarwal,aditya.agarwal136@example.test,+91-98XXXX1136,1227.0,INR,PAID,2026-07-01 02:26:05
ord_live_1137,mer_NSR_882910,cust_2137,Aditya Mehta,aditya.mehta137@example.test,+91-98XXXX1137,5849.0,INR,PAID,2026-08-10 13:31:59
ord_live_1138,mer_NSR_882910,cust_2138,Siddharth Reddy,siddharth.reddy138@example.test,+91-98XXXX1138,15614.0,INR,PAID,2026-07-31 00:15:29
ord_live_1139,mer_NSR_882910,cust_2139,Priya Kumar,priya.kumar139@example.test,+91-98XXXX1139,1326.0,INR,PAID,2026-08-02 08:56:08
ord_live_1140,mer_NSR_882910,cust_2140,Kavya Patel,kavya.patel140@example.test,+91-98XXXX1140,15596.0,INR,PAID,2026-07-22 01:17:52
ord_live_1141,mer_NSR_882910,cust_2141,Ananya Patel,ananya.patel141@example.test,+91-98XXXX1141,18044.0,INR,PAID,2026-07-09 23:34:30
ord_live_1142,mer_NSR_882910,cust_2142,Amit Singh,amit.singh142@example.test,+91-98XXXX1142,19807.0,INR,PAID,2026-07-24 23:59:20
ord_live_1143,mer_NSR_882910,cust_2143,Neha Agarwal,neha.agarwal143@example.test,+91-98XXXX1143,883.0,INR,PAID,2026-07-14 22:02:20
ord_live_1144,mer_NSR_882910,cust_2144,Aarav Agarwal,aarav.agarwal144@example.test,+91-98XXXX1144,44984.0,INR,PAID,2026-07-25 06:50:52
ord_live_1145,mer_NSR_882910,cust_2145,Priya Nair,priya.nair145@example.test,+91-98XXXX1145,91548.0,INR,PAID,2026-08-02 03:21:55
ord_live_1146,mer_NSR_882910,cust_2146,Rahul Nair,rahul.nair146@example.test,+91-98XXXX1146,1963.0,INR,PAID,2026-07-29 09:46:09
ord_live_1147,mer_NSR_882910,cust_2147,Karan Joshi,karan.joshi147@example.test,+91-98XXXX1147,84808.0,INR,PAID,2026-07-30 17:21:39
ord_live_1148,mer_NSR_882910,cust_2148,Pooja Joshi,pooja.joshi148@example.test,+91-98XXXX1148,771.0,INR,PAID,2026-08-13 02:24:20
ord_live_1149,mer_NSR_882910,cust_2149,Aarav Reddy,aarav.reddy149@example.test,+91-98XXXX1149,239.0,INR,PAID,2026-07-16 05:43:58
ord_live_1150,mer_NSR_882910,cust_2150,Siddharth Gupta,siddharth.gupta150@example.test,+91-98XXXX1150,16220.0,INR,PAID,2026-07-07 05:45:55
ord_live_1151,mer_NSR_882910,cust_2151,Rahul Nair,rahul.nair151@example.test,+91-98XXXX1151,712.0,INR,PAID,2026-07-01 10:20:50
ord_live_1152,mer_NSR_882910,cust_2152,Rohan Patel,rohan.patel152@example.test,+91-98XXXX1152,981.0,INR,PAID,2026-07-09 16:33:26
ord_live_1153,mer_NSR_882910,cust_2153,Vikram Iyer,vikram.iyer153@example.test,+91-98XXXX1153,1347.0,INR,PAID,2026-07-25 04:43:15
ord_live_1154,mer_NSR_882910,cust_2154,Aarav Deshmukh,aarav.deshmukh154@example.test,+91-98XXXX1154,1043.0,INR,PAID,2026-08-09 17:29:16
ord_live_1155,mer_NSR_882910,cust_2155,Ananya Nair,ananya.nair155@example.test,+91-98XXXX1155,64407.0,INR,PAID,2026-08-03 14:04:28
ord_live_1156,mer_NSR_882910,cust_2156,Amit Deshmukh,amit.deshmukh156@example.test,+91-98XXXX1156,967.0,INR,PAID,2026-08-13 17:29:54
ord_live_1157,mer_NSR_882910,cust_2157,Siddharth Gupta,siddharth.gupta157@example.test,+91-98XXXX1157,138336.0,INR,PAID,2026-07-06 16:24:36
ord_live_1158,mer_NSR_882910,cust_2158,Amit Deshmukh,amit.deshmukh158@example.test,+91-98XXXX1158,1531.0,INR,PAID,2026-07-18 09:53:42
ord_live_1159,mer_NSR_882910,cust_2159,Pooja Patel,pooja.patel159@example.test,+91-98XXXX1159,1870.0,INR,PAID,2026-08-13 08:03:58
ord_live_1160,mer_NSR_882910,cust_2160,Aarav Patel,aarav.patel160@example.test,+91-98XXXX1160,9540.0,INR,PAID,2026-08-07 20:14:40
ord_live_1161,mer_NSR_882910,cust_2161,Neha Deshmukh,neha.deshmukh161@example.test,+91-98XXXX1161,1646.0,INR,PAID,2026-08-16 06:43:53
ord_live_1162,mer_NSR_882910,cust_2162,Priya Joshi,priya.joshi162@example.test,+91-98XXXX1162,1384.0,INR,PAID,2026-08-10 10:19:50
ord_live_1163,mer_NSR_882910,cust_2163,Riya Sharma,riya.sharma163@example.test,+91-98XXXX1163,6306.0,INR,PAID,2026-07-05 18:20:47
ord_live_1164,mer_NSR_882910,cust_2164,Karan Iyer,karan.iyer164@example.test,+91-98XXXX1164,1709.0,INR,PAID,2026-08-03 20:33:32
ord_live_1165,mer_NSR_882910,cust_2165,Sneha Iyer,sneha.iyer165@example.test,+91-98XXXX1165,1787.0,INR,PAID,2026-07-30 18:47:55
ord_live_1166,mer_NSR_882910,cust_2166,Ishita Mehta,ishita.mehta166@example.test,+91-98XXXX1166,4467.0,INR,PAID,2026-07-09 16:55:43
ord_live_1167,mer_NSR_882910,cust_2167,Pooja Reddy,pooja.reddy167@example.test,+91-98XXXX1167,1718.0,INR,PAID,2026-07-25 09:16:34
ord_live_1168,mer_NSR_882910,cust_2168,Rahul Nair,rahul.nair168@example.test,+91-98XXXX1168,1632.0,INR,PAID,2026-08-12 17:37:24
ord_live_1169,mer_NSR_882910,cust_2169,Amit Mehta,amit.mehta169@example.test,+91-98XXXX1169,17449.0,INR,PAID,2026-07-02 04:56:35
ord_live_1170,mer_NSR_882910,cust_2170,Ishita Deshmukh,ishita.deshmukh170@example.test,+91-98XXXX1170,228.0,INR,PAID,2026-08-09 23:58:44
